Date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,WSPM
2016.8.07,18.63,18.63,2.13,22.92,637.5,99.58,27.58,1003.58,21.67,1.54
2016.8.08,33.63,33.63,2.08,32.25,741.67,100.44,28.76,1005.44,20.04,1.82
2016.8.09,43.79,43.79,4.38,45.83,1079.17,116.79,27.82,1004.04,20.31,1.57
2016.8.10,77.17,77.17,2.13,23.35,789.58,121.25,30.49,1002.45,24.2,2.27
2016.8.11,83.08,83.08,3.29,25.29,841.67,119.04,32,1002,25.54,1.94
2016.8.12,58.65,58.65,2,35.06,808.33,63.04,29.42,1001.13,25.02,1.63
2016.8.13,22.67,22.67,2.67,47.46,675,27.25,27.89,1001.42,20.46,1.38
2016.8.14,20.29,20.29,2.46,43.35,516.67,94.08,29.15,1001.91,18.23,1.37
2016.8.15,21.79,21.79,2.04,35.54,570.83,69.58,25.57,1003.87,18.69,1.64
2016.8.16,23.67,23.67,2,35.48,495.83,86.29,26.41,1001.27,19.28,1.6
2016.8.17,64.17,64.17,2,65.79,900,34.92,25.48,999.93,21.9,0.99
2016.8.18,82.42,82.42,2,49.77,1583.33,29.52,23.35,997.66,22.45,1.31
2016.8.19,19.75,19.75,2,31.92,845.83,73.58,27.92,1001.35,20.78,2.02
2016.8.20,56.38,56.38,2,38.31,1020.83,126.5,27.72,1004.54,21.4,1.1
2016.8.21,51.08,51.08,2.04,43.13,779.17,145.17,28.92,1005.1,22.03,1.43
2016.8.22,44.17,44.17,6.5,27.75,820.83,124.83,29.36,1007.08,19.57,1.75
2016.8.23,65.58,65.58,7.79,36.04,716.67,101.46,27.94,1002.75,20.13,1.5
2016.8.24,77.79,80.71,3.4,51.96,925,93.13,27.88,1000.3,21.56,1.03
2016.8.25,19.21,25.58,2.08,32,333.33,57.71,27.25,1006.58,12.53,2.91
2016.8.26,9.92,19.67,2,40.69,225,52.25,24.56,1012.18,8.15,1.51
2016.8.27,13.88,29.88,3.04,47.75,341.67,40,24.54,1008.6,10.51,1.37
2016.8.28,11.04,22.25,2.63,39.71,187.5,59.46,25.67,1007.85,9.9,1.66
2016.8.29,17.63,35.42,2.42,47.46,287.5,64.92,25.52,1007.63,11.38,1.5
2016.8.30,31.17,52.96,2.29,54.48,637.5,110.73,26.28,1001.83,14.6,1.51
2016.8.31,17.44,26.25,2.56,46.17,666.67,56.96,27.43,992.95,6.43,2.67
2016.9.01,6.17,24.38,2.5,29.44,279.17,49.23,25.21,992.5,5.77,2.33
2016.9.02,11.83,25.75,2.04,25,404.17,27.75,24.01,998.39,14.18,1.52
2016.9.03,18.46,30,2.54,29.98,358.33,71.38,25.88,1002.98,16.41,1.39
2016.9.04,79.83,91.67,4.42,51.17,987.5,93.96,26.09,1005.41,18.18,1.7
2016.9.05,27,36.21,2.17,28.42,408.33,89.96,25.63,1006.13,15.55,1.75
2016.9.06,20.67,26.89,2.44,44.39,438.89,34.11,25.7,1004.89,13.82,1.6
2016.9.07,42.85,67.38,3.92,44.69,615.38,98.85,24.97,1002.21,15.53,2.43
2016.9.08,20.67,37,2,48.96,479.17,52.58,24.07,1002.45,13.82,1.28
2016.9.09,19.92,42.58,3.54,53.58,408.33,35.88,24.92,1004.18,13.03,1.56
2016.9.10,14.79,37.79,2.46,45.88,320.83,52.71,25.33,1005.91,12.43,1.48
2016.9.11,36.58,53.5,2.17,35.06,704.17,90.27,21.73,1009.68,17.23,1.81
2016.9.12,29.54,43.04,2,34.54,583.33,82,22.57,1013.05,16.33,1.24
2016.9.13,90.83,98.21,2.04,56.31,945.83,71.42,23.09,1013.6,18.5,1.28
2016.9.14,101.75,110.33,2.71,54.5,1000,85.96,24.64,1012.2,18.4,1.7
2016.9.15,73.42,89.79,2.88,50.9,758.33,95.75,25.2,1010.14,18.3,1.32
2016.9.16,136.92,141.38,3.58,47.42,1041.67,106.92,24.92,1008.42,19.83,1.47
2016.9.17,43.58,53.75,2,44.54,600,40.15,21.65,1013.68,16.77,1.15
2016.9.18,20.92,23.75,2,35.63,391.67,21.88,19.06,1016.11,15.58,1.27
2016.9.19,10.71,18.63,2,38.69,295.83,34.25,19.26,1017.57,10.55,1.38
2016.9.20,18.25,37.04,2,49.96,425,44.88,19.8,1016.06,10,1.18
2016.9.21,67.33,99.17,7.38,87,895.83,21.96,19.2,1015.06,12.68,1.18
2016.9.22,106.71,112.25,8.88,69.13,983.33,60.17,20.22,1011.31,14.59,1.36
2016.9.23,134.46,134.88,2.5,54.94,1133.33,109.67,21.57,1007.96,16.95,1.34
2016.9.24,121.58,128.96,2.79,68.83,1000,94.17,22.28,1006.1,17.68,1.11
2016.9.25,173.47,175.16,2.42,57.5,1310.53,78.13,23.28,1009.39,18.51,1.62
2016.9.26,55.61,56.43,2,51,1004.35,52.7,19.57,1010.02,18.03,1.25
2016.9.27,25.31,33,2,31.4,537.5,41.6,18.29,1016.44,5.66,3.68
2016.9.28,18.87,42.4,2,61,473.33,6.8,13.53,1022.34,1.95,1.7
2016.9.29,54.13,78.46,4.63,60.79,702.08,47.08,14.9,1015.47,6.46,1.26
2016.9.30,100.63,120.63,5.79,84.75,987.5,64.75,17.58,1011.28,9.71,1.1
2016.10.01,164.13,175.83,8.25,99.92,1350,59.54,18.78,1010.48,12.14,1.03
2016.10.02,189.58,191.29,3.25,80.38,1304.17,76.17,19.52,1008.65,14.03,1.05
2016.10.03,119.75,131.54,2.42,69.54,1091.67,59.54,22.25,1006.76,16.86,1.31
2016.10.04,34.75,47.88,2.08,39.58,916.67,22.79,16.84,1011.16,12.75,2.22
2016.10.05,55.75,62.08,2,46.46,1175,25.88,16.74,1014.31,13.29,1.43
2016.10.06,70.88,75.71,2,55.33,1662.5,6.04,15.44,1020.78,13.13,1.61
2016.10.07,41.21,41.33,2,47.9,1620.83,11.54,13.5,1015.28,11.52,1.59
2016.10.08,11,19.25,2.17,27.67,337.5,48.79,12.64,1018,-0.45,2.42
2016.10.09,30.42,57.88,3.88,56.56,675,16.08,10.24,1018.9,3.48,1.25
2016.10.10,89.08,116.67,8.63,85,1191.67,15.29,11.61,1014.03,6.8,0.91
2016.10.11,115.58,120.17,5.25,72.4,1370.83,27.85,13.7,1017.47,9.09,1.66
2016.10.12,76.08,87.46,2.58,66.29,1108.33,29.46,14.88,1020.07,9.41,1.14
2016.10.13,161.33,169.42,2.63,90.63,1570.83,33.46,15.38,1015.46,11.98,0.74
2016.10.14,240.33,244.17,3.21,120.75,1912.5,29.96,15.98,1016.53,13.28,0.82
2016.10.15,198.33,200,3.15,108.71,2039.58,2.06,14.12,1018.24,12.28,0.71
2016.10.16,112.54,113.21,2.5,66.67,1004.17,28.67,15.95,1014.35,12.97,1.01
2016.10.17,69.77,84.06,2.13,59,879.17,29.13,15.86,1016.43,8.13,1.37
2016.10.18,115.33,146.54,3.38,77.25,1916.67,7.21,15.91,1015.89,13.1,1.17
2016.10.19,230.17,230.42,3.42,97.29,2316.67,13.96,17.03,1012.45,14.58,0.96
2016.10.20,93.79,110.29,4.5,68.17,1400,12.88,14.04,1017.73,8.59,1.76
2016.10.21,46.38,47.38,2,51.13,758.33,13.6,10.81,1015.4,8.51,1.14
2016.10.22,15.58,19.63,2,32.71,500,16.42,12.14,1018.69,5.61,2.28
2016.10.23,26.71,42.88,2.38,41.21,562.5,17.71,11.06,1019.19,1.71,1.19
2016.10.24,69.25,126.29,2.33,72.04,1170.83,2.21,10.01,1013.61,6.03,0.92
2016.10.25,101.88,128.5,2.08,83.46,1404.17,4,11.43,1010.61,7.93,1.16
2016.10.26,47.96,79.83,4.67,57.29,816.67,19.29,12.56,1019.5,2.91,2.08
2016.10.27,33.04,52.04,4.5,56.44,1116.67,4.67,9.09,1023.07,4.1,1.73
2016.10.28,10.17,19.88,2.5,30.75,345.83,34.38,9.5,1025.55,-3.24,2.08
2016.10.29,20.58,47.04,3.08,52.56,445.83,18.42,6.86,1026.69,-3.42,1.85
2016.10.30,47.88,78.58,2.83,50.13,808.33,23.08,6.46,1022.42,-3.42,2.32
2016.10.31,7.04,17.63,5.08,19,220.83,47.73,3.18,1033.23,-18.05,2.91
2016.11.01,39,60.63,11.21,59.75,637.5,19.96,2.68,1029.86,-7.67,1.28
2016.11.02,103.04,139.46,9.04,86.92,1462.5,9.17,5.19,1021.95,-2.4,1.31
2016.11.03,196.79,229.71,7,118.63,2875,5,5.61,1014.23,1.59,0.99
2016.11.04,246.38,274.67,3.92,129.13,3941.67,4.92,6.06,1005.48,4.13,1
2016.11.05,175.5,177.58,3,99.54,3533.33,20.25,8.73,1010.57,5.35,1.61
2016.11.06,67.04,74.38,7.38,55.46,1566.67,27.94,7.95,1023,-2.98,1.61
2016.11.07,43.92,50.04,2.17,48.54,1220.83,23.38,8.39,1025.67,-3.17,2.21
2016.11.08,35.67,55.13,6.58,60.63,943.75,16.75,5.25,1029.88,-4.1,1.15
2016.11.09,161.29,181,14.29,96.44,2612.5,3.69,3.28,1025.18,0.03,0.95
2016.11.10,147.58,164.71,5.63,77.5,1741.67,10.58,7.02,1011.01,0.5,1.53
2016.11.11,74.79,109.63,7.29,77.46,1464.58,6.08,4.82,1010.39,-1.35,0.96
2016.11.12,72.67,115.88,7.5,73.44,1400,10.75,6.89,1015.69,1.03,1.18
2016.11.13,96.63,147,6,76.04,2283.33,2.08,8.14,1013.48,4.23,0.96
2016.11.14,44.13,71.75,3.42,42.21,991.67,39.83,9.39,1017.88,-10.01,2.97
2016.11.15,41.29,49.29,10.67,70.54,1341.67,12.38,4.22,1021.83,-6.7,1.03
2016.11.16,106.75,119.08,12.38,91.58,2591.67,9.42,5.3,1016.96,-0.2,0.88
2016.11.17,113.63,149.58,14.04,76.88,2691.67,2.92,5.88,1019.32,-0.26,1.07
2016.11.18,193.21,261.58,10.96,88.79,3883.33,2,6.73,1011.04,3.61,1.02
2016.11.19,127.58,153.38,5.58,67.79,1945.83,21.54,10.08,1013.88,1.48,1.69
2016.11.20,51.54,58.25,2.25,42.79,1154.17,9.27,3.75,1021.21,0.96,2.42
2016.11.21,9.79,20.5,3.96,15,420.83,59.92,-1.35,1027.34,-9.28,3.78
2016.11.22,8.17,19.5,5.21,18.33,358.33,53.71,-3.31,1035.04,-18.66,3.76
2016.11.23,15.96,26.21,7.92,32.17,533.33,38.71,-0.64,1031.22,-16.85,2.38
2016.11.24,71,88.13,16.21,76.25,1420.83,12.21,-0.22,1025.28,-12.18,1.28
2016.11.25,165.75,191.25,23.96,107.71,2862.5,4.17,0.56,1021.13,-7.07,1.03
2016.11.26,277.92,365.21,18.5,131.83,4029.17,7,2.08,1016.56,-4.11,1
2016.11.27,59.54,75.71,7.96,58.63,1154.17,31.38,2.78,1023.51,-11.03,1.78
2016.11.28,58.67,87.38,17.98,88.71,1904.17,5.4,0.8,1028.23,-8.63,0.87
2016.11.29,109.96,146.79,28.71,93.33,2945.83,2.58,1.34,1029.56,-4.63,1.08
2016.11.30,93.92,122.08,12.88,74.29,2333.33,24.67,5.02,1020.64,-4.41,1.98
2016.12.01,29.92,43.83,7.75,48.33,650,41.71,5.1,1027.73,-10.58,1.38
2016.12.02,86.67,100.29,17.29,87.6,1804.17,9.79,3.15,1025.28,-7.09,1.03
2016.12.03,206.75,226.54,23.21,119.5,3416.67,5.58,2.09,1017.19,-3.46,0.92
2016.12.04,310,322.13,14.33,127.83,4366.67,8.38,2.91,1012.97,-2.1,0.73
2016.12.05,38.5,49.13,5.88,45.63,891.67,33,2.6,1023.58,-11.4,2.43
2016.12.06,88.04,123.25,21.38,107.98,2541.67,5.13,0.03,1019.06,-11.68,0.9
2016.12.07,139.67,167.25,30.5,116,2870.83,5.38,3,1019.27,-6.02,1.58
2016.12.08,94.58,115.17,9.29,57.88,1900,38.29,4.4,1014.32,-8.78,2.64
2016.12.09,21.54,35.88,6.63,40.71,666.67,36.88,1.5,1024.32,-12.55,1.59
2016.12.10,44.46,60.96,14.83,68.06,1433.33,10.67,-0.7,1025.26,-10.98,0.93
2016.12.11,176.79,206.38,34.75,114.92,3937.5,4.46,-0.7,1021.16,-6.68,1.19
2016.12.12,211.83,213.75,38.58,106.35,2733.33,6.63,2.48,1020.41,-3.79,0.96
2016.12.13,48.5,59.33,7.56,54.1,1108.33,28.5,1.23,1027.14,-12.58,1.55
2016.12.14,24.88,34.96,10.63,47.08,687.5,33.75,-0.77,1029.31,-16.81,1.95
2016.12.15,27.5,52.63,13.04,47.67,937.5,33.96,0.12,1028.49,-14.5,2.37
2016.12.16,85,106,19.88,97.67,1958.33,8.83,-0.1,1022.55,-10.63,0.98
2016.12.17,211.71,222.88,35.67,120.46,3675,5.58,-0.12,1018.48,-6.66,0.87
2016.12.18,228.08,231.75,30.67,117.25,4129.17,5.71,0.11,1020.03,-5.76,0.52
2016.12.19,229.5,229.5,29.88,129.46,4687.5,5.13,0.48,1020.86,-5.33,0.68
2016.12.20,336,336.58,6.29,131.75,7450,5.13,-1.29,1024.9,-2.86,1.23
2016.12.21,370.92,370.92,9.46,154.29,7487.5,4.96,0.96,1022.06,-2.34,1.05
2016.12.22,68.08,68.08,8.04,34.58,1308.33,47.5,2.87,1019.76,-10.98,3.34
2016.12.23,29.92,33.04,7.42,51.42,708.33,26.54,-0.6,1026.21,-13.51,1.53
2016.12.24,129.63,147.75,29.75,100.33,2995.83,5.46,-0.65,1026.4,-8.79,1.24
2016.12.25,158.96,165.46,35.63,109.67,3179.17,2.67,-1.17,1024.99,-6.35,0.98
2016.12.26,50.83,52.04,20.58,51.17,1091.67,28.46,1.5,1027.32,-12.73,1.63
2016.12.27,32.67,49.35,11.5,41.5,887.5,34.5,-0.87,1030.36,-15.06,2.09
2016.12.28,64.46,75.38,8.13,44.04,937.5,31.85,-0.83,1028.65,-13.6,2.68
2016.12.29,54.92,71.21,12,56.04,858.33,26.71,-1.2,1031.02,-16.49,1.64
2016.12.30,200.58,220.5,20.67,104.83,3200,6.83,-3.14,1025.43,-9.48,1.08
2016.12.31,301.17,319.46,18.54,139.92,4445.83,6.25,-2.53,1022.93,-7.93,0.85
2017.1.01,464.08,479.33,8.83,150.58,6791.67,4.92,-2.9,1021.03,-5.03,1.1
2017.1.02,173.83,194.42,13.67,94.42,3083.33,30.21,0.58,1021.47,-8.13,1.42
2017.1.03,292.46,298.75,20.13,147.79,5720.83,12.38,-0.35,1018.68,-5.83,0.82
2017.1.04,368.17,381.33,19.79,170.96,7512.5,9.38,-0.53,1021.91,-4.46,1.12
2017.1.05,219.04,228.08,11.96,120.29,5958.33,4.92,0.97,1026.52,-2.58,1.11
2017.1.06,197.42,197.42,23,115.92,3904.17,5.21,0.7,1023.08,-3.42,0.83
2017.1.07,155.25,155.25,19.33,85.21,2629.17,5.58,1.59,1020.1,-1.63,1.03
2017.1.08,21.92,21.92,11.25,32.38,462.5,49.63,3.79,1018.43,-10.09,2.74
2017.1.09,33.67,38.33,5.21,42.17,650,43.71,0.86,1022.3,-12.43,3.32
2017.1.10,24.63,33.17,6.46,42.25,629.17,43.25,0.57,1025.26,-15.73,3.2
2017.1.11,49.33,62.5,25.17,86.9,1633.33,17.77,-0.49,1021.69,-11.32,1.18
2017.1.12,46.38,62.75,19.79,69.29,895.83,43.63,1.48,1017.26,-12.01,2.07
2017.1.13,14.17,27.13,14.58,27.54,350,72.54,0.47,1021.29,-20.05,3.35
2017.1.14,22.42,37.63,15.71,53.75,729.17,42.13,-1.67,1028.65,-20.35,2.08
2017.1.15,48.5,60.92,11.17,56.17,887.5,38.42,-3.25,1029.75,-8.78,1.62
2017.1.16,98.54,103.21,19.88,81.13,1725,22.67,-1.91,1027.99,-7.6,1.55
2017.1.17,147,150.65,28.04,86.48,2095.65,29.83,-0.82,1026.61,-6.11,1.3
2017.1.18,40.62,56.23,9.31,63.77,630.77,27.69,-0.41,1028.4,-15.3,1.25
2017.1.19,28,71.89,9.83,29.5,722.22,60.39,-3.02,1027.63,-19.12,4.66
2017.1.20,21.5,30.21,9.25,34.54,541.67,58.92,-4.75,1030.01,-21.81,2.25
2017.1.21,27.17,48.25,12.92,35.54,866.67,58,-3.74,1026.73,-21.76,3.02
2017.1.22,24.17,32.71,11,50.25,741.67,39.63,-4.75,1031.26,-20.55,1.7
2017.1.23,31.75,39.42,13.58,47.67,912.5,43.42,-5.1,1031.51,-17.86,1.38
2017.1.24,87.46,94.25,35.29,87.83,2120.83,38.29,-3.68,1032.83,-14.02,1.21
2017.1.25,179.71,180.46,42.42,111.83,3127.08,40.69,-2.76,1028.16,-10.32,1.06
2017.1.26,167.58,177.46,28.13,73.54,2758.33,62.5,0.57,1020.23,-10,2.39
2017.1.27,60.52,77.29,23.81,31.57,628.57,75.33,-0.83,1026.89,-15.5,2.12
2017.1.28,379,435.17,97.88,83.75,2233.33,64.04,-1.42,1017.92,-10.13,1.46
2017.1.29,54.92,71.21,12,56.04,858.33,26.71,-1.2,1031.02,-16.49,1.64
2017.1.30,25.29,29.88,14.38,18.71,487.5,79.38,-2.27,1032.66,-26.35,2.61
2017.1.31,72.79,77.63,31.67,53.92,1341.67,65.75,0.86,1025.05,-22.7,1.78
2017.2.01,29.08,47.58,13.83,25.67,602.08,77.92,0.1,1032.75,-22.03,2.02
2017.2.02,84.54,91.67,38.79,73.92,1595.83,71.46,-1.54,1026.41,-18.78,0.95
2017.2.03,161.38,166.88,54.21,97.58,2566.67,58.13,-0.58,1019.25,-14.22,0.93
2017.2.04,260.17,262.83,63.08,114.96,3641.67,66.33,3.79,1014.42,-8.88,1.35
2017.2.05,11.88,14.29,9.04,21.75,400,79.42,5.01,1018.18,-15.35,2.28
2017.2.06,11.25,20.13,8.88,28.71,391.67,73.58,2.01,1027.44,-17.83,2.34
2017.2.07,77.46,88.08,22.54,73.83,1362.5,47.5,0.11,1027.06,-9.33,1.24
2017.2.08,37.58,52.08,8.5,32.38,845.83,69.83,-0.47,1026.8,-16.64,2.93
2017.2.09,7.06,17.48,3.92,11.46,256.25,99.13,-1.43,1024.69,-21.58,3.83
2017.2.10,7.04,22,4.88,14.63,308.33,91.13,0.4,1025.02,-22.5,3.51
2017.2.11,42.38,62.5,22.04,59.25,800,52.38,2.2,1024.1,-18.17,1.52
2017.2.12,104.46,128.83,51.04,94.04,2250,25,1.55,1022.64,-12.79,1.11
2017.2.13,92.92,112.79,32,85.17,2433.33,35.75,3.86,1027.2,-11.87,1.3
2017.2.14,182.83,186.29,30.79,120.92,2583.33,10.63,-0.24,1029.03,-5.09,1.18
2017.2.15,227.63,227.71,44.63,125.46,3308.33,20.42,1.54,1016.74,-5.83,0.88
2017.2.16,121.54,136.67,25.58,70.71,1683.33,54.04,4.9,1014.79,-11.54,3.26
2017.2.17,20.17,37.88,8.67,28.58,441.67,52.96,2.4,1026.46,-20.71,3.01
2017.2.18,82.5,110.29,29.04,74.13,1275,19.54,2.95,1018.1,-13.95,1.58
2017.2.19,109.25,141,28.08,68.08,1287.5,38.21,4.69,1006.55,-11.87,2.6
2017.2.20,9.94,29.52,4.81,25.27,364.58,65.27,0.72,1026.7,-21.9,2.8
2017.2.21,9.94,29.52,4.81,25.27,364.58,65.27,0.72,1026.7,-21.9,2.8
2017.2.22,79.5,80.83,6.1,47.83,981.25,43.71,1.16,1019.29,-6.75,2.04
2017.2.23,16.83,24.42,6.75,36.88,504.17,75.13,3.73,1024.32,-12.33,2.03
2017.2.24,21.54,32.63,16.58,58.88,575,50.79,5.17,1021.01,-11.14,1.6
2017.2.25,11.21,19.71,6.75,43.38,420.83,65.88,7.25,1018.81,-10.75,1.83
2017.2.26,28.13,40.71,10.08,65.38,720.83,48.63,7.21,1020.34,-8.26,1.57
2017.2.27,75.33,97.33,21.15,98.44,1427.08,37.29,8.34,1017.14,-7.15,1.52
2017.2.28,13.17,23.29,9.13,38.29,420.83,82.21,10.96,1014.89,-12.78,2.06
